,LF_avg_00,LF_avg_01,LF_avg_02,LF_avg_04,LF_avg_05,LF_avg_06,LF_avg_07,LF_avg_08,LF_avg_09,LF_avg_10,LF_avg_11,LF_avg_12,LF_avg_13,LF_avg_14,LF_avg_15,LF_avg_16,LF_avg_17,LF_avg_20,LF_avg_23,LF_avg_24,LF_avg_25,LF_avg_26,LF_avg_28,LF_avg_30,LF_avg_31,LF_avg_32,LF_avg_33,LF_avg_34,Avg,Std,time,Std_smooth,Avg_smooth
0,0.31680605256717753,0.274327145521322,0.17090630856272473,0.08038603113342666,0.11056709663808752,0.15035595390419215,0.10850453283418271,0.08694935590422978,0.2150019238688349,0.6395868044251747,0.23033437549291516,0.21044108804332,0.09511687968185391,0.14694911441674832,0.37840352123469206,0.44985562024429887,0.24787126263550605,0.01231915724517844,0.15203587213665973,0.3521719113987248,0.24945754245740953,0.10430266368249957,0.14749770285952066,0.32115702921161177,0.07623063223583675,0.1652232306396606,0.05757773374279655,0.023012853012080087,0.19904819270466662,0.13992348479206623,60,0.13992348479206623,0.19904819270466662
1,0.17935655540954684,0.1887228373851276,0.10878015481107288,0.0989544167058811,0.045466333247148605,0.17879296398170788,0.1615632703812803,0.080236437971351,0.3994798620901279,0.19030405557931476,0.07288714118967192,0.12122249532997009,0.05597227709025819,0.13154480534716168,0.033163506753436704,0.14770507335463753,0.3026431798967979,0.04832210193448743,0.22208523310573114,0.16677518453612858,0.2816123157516863,0.04912512924886436,0.11611831169524836,0.05755876642436396,0.06747107948233294,0.1125374917737491,0.05288709051234157,0.0857773919760086,0.1341809093916227,0.08776441332041038,65,0.1138439490562383,0.16661455104814465
2,0.13663796459186106,0.08217789658167819,0.0867017245484819,0.07583138666015517,0.07099824587042158,0.027994640309036475,0.06555252473014254,0.03566880931311632,0.17171753335021941,0.045892976763342405,0.03804845466968994,0.13653971131025786,0.12477157332660811,0.09020425450821923,0.03629137214447256,0.11985495334519995,0.23458785090013393,0.009237645986983848,0.15718873368522748,0.17365047057697083,0.29738382007603936,0.20626018375682392,0.0830470180121672,0.04456354527328553,0.07741512239489706,0.1202870649416832,0.05302757100343571,0.12933064907751868,0.10467370348957394,0.06782718055482322,70,0.09850502622243328,0.14596760186195443
3,0.12779700825703874,0.06958848890837345,0.09457299534195795,0.07132349624384808,0.007099762295623067,0.06628862641314583,0.06544590197992742,0.0362352095031241,0.18005336006145542,0.04467515566272774,0.019371876586578133,0.12210192864381203,0.4808331240616462,0.10363381267330221,0.03403769581813667,0.1290049310479798,0.23688175624410665,0.0331070636413102,0.12976890125132798,0.14388888742495637,0.24544346623876168,0.1453910360546607,0.10783377361713305,0.13519988599981028,0.16474574760503324,0.1809177624832288,0.25725717274182475,0.09381441685830968,0.12593975870211216,0.09650944334385739,75,0.09800613050278931,0.14096064107199385
4,0.14813112454078314,0.05407118668169805,0.07221672642309727,0.09759852453139264,0.23197608922121793,0.12204794073913446,0.1251042878328074,0.034937826019315964,0.16900918712861457,0.03009983891897627,0.020175354288836593,0.2762227755818402,0.11559890384883488,0.081769363871642,0.015370118718358616,0.12659444263907269,0.29680655320019594,0.0034149331385900914,0.08321193615092536,0.12474365800227677,0.386733979363676,0.06603401105872503,0.16844687247598022,0.03331387350952652,0.2018697516384405,0.09158235192940818,1.0,0.10057419493720435,0.15277342165680613,0.18928873627925752,80,0.11626265165808296,0.1433231971889563
5,0.11993484312142734,0.03240190401912168,0.10070257939419794,0.14121034916311234,0.027267214813335813,0.021367857908095384,0.02503660939002407,0.033764429069197785,0.407520828219276,0.044609660986874626,0.019731154383940155,0.13465324871828224,0.1362413987555967,0.08004150686648794,0.004195816896810443,0.06619540837420895,0.23151982152282596,0.0,0.13950371404198775,0.14895041453461436,0.2953392342427251,0.0489352290091202,0.13751542287753432,0.037754823641699166,0.2523332418759715,0.08457373629706774,0.04434119434329491,0.11622510658914069,0.10470952675199896,0.09602160940536987,85,0.11288914461596411,0.13688758544946342
6,0.09601698891682586,0.03193793356434864,0.14187683992024178,0.26365395418501997,0.1068508237705552,0.18300460608052105,0.025045381055700054,0.030415475099442816,0.11257454432215368,0.020158242702067317,0.04510783985774906,0.17289641870001157,0.12334913509883697,0.06399368241207766,0.0028478471491771395,0.053625038062881575,0.34628851920843845,0.050492647030158246,0.05046790823693602,0.15680904591950467,0.34473508748136045,0.050087494147985454,0.1423898671676699,0.029501436211712723,0.24140228658447546,0.10535497196746384,0.041991643961692936,0.101958463601113,0.11195836151486148,0.09353220290944557,90,0.11012386722931859,0.13332626774452028
7,0.10889835630572633,0.04045246084135909,0.089073233818231,0.19266911334436218,0.04809289871777838,0.012610456793467074,0.14762424004230196,0.12176286376369225,0.7726876876546492,0.03858577596902317,0.027268628501462625,0.17275800335892935,0.4076029437050864,0.06020644403579459,0.005850120122377103,0.05684716598454816,0.2267736573114507,0.008866798158889511,0.07024390733390455,0.29843781394717706,0.33274608999693683,0.07012983884176865,0.2164693395612718,0.061061856612765995,0.26097168301113527,0.16588034366195986,0.022760885825734253,0.10645352644740604,0.14799236191675677,0.16167534029603667,95,0.11656780136265836,0.13515952951604984
8,0.0401164380359778,0.0522875493193931,0.13360372883062238,0.1318128621715452,0.013749374398740964,0.01768279864788882,0.038356996202077456,0.12296874219014486,0.1540657533514943,0.018750224007315335,0.04189570885750214,0.1395787532552048,0.10189395812029726,0.15979725779501358,0.0011716806556046305,0.04337650631590416,0.21935796520038744,0.009478953244336615,0.007712637145257965,0.0823127261958945,0.36338951084941845,0.16180178404895765,0.28256827046354294,0.05657767766043869,0.21805503039203603,0.10403908892510398,0.00873967843329577,0.11554255955533094,0.10145300765245457,0.09020775022046502,100,0.11363890679130353,0.13141436042009483
9,0.03185568600350841,0.0402166677013536,0.16953690513445252,0.11536275608156585,0.19446763439671932,0.03178221282842086,0.034829593293837446,0.039333535284574964,0.10687639629127911,0.030910965958155324,0.026670027955581405,0.16210054994505613,0.09742623662790102,0.12731426369472731,0.0,0.0431222297645629,0.23342757477120665,0.015806933014073234,0.02559787894311482,0.14316915309519873,0.3141269152603404,0.06549046263197977,0.3509928964032372,0.035486003168209955,0.24983353151836682,0.09081148657272935,0.006646098230587729,0.11043091617004665,0.1033437682407424,0.09435417772202584,105,0.11171043388437578,0.12860730120215957
