,LF_avg_00,LF_avg_01,LF_avg_02,LF_avg_04,LF_avg_05,LF_avg_06,LF_avg_07,LF_avg_08,LF_avg_09,LF_avg_10,LF_avg_11,LF_avg_12,LF_avg_13,LF_avg_14,LF_avg_15,LF_avg_16,LF_avg_17,LF_avg_20,LF_avg_23,LF_avg_24,LF_avg_25,LF_avg_26,LF_avg_28,LF_avg_30,LF_avg_31,LF_avg_32,LF_avg_33,LF_avg_34,Avg,Std,time,Std_smooth,Avg_smooth
0,0.12058037228543143,0.3141177759949179,0.28246073308774905,0.11291508805615551,0.22318835606002796,0.16787691025691062,0.24787213936282074,0.24488563861671328,0.46561631139398957,0.2801467264336851,0.13019854747927093,0.5236665136187282,0.21628872283380868,0.06327740582271964,0.525743950038397,0.09260368008976441,0.387906310648374,0.16096389931954624,0.135285838439814,0.2291963859737321,0.35049097219168696,0.12382737365360275,0.2528224974031336,0.11325639923110582,0.019856257778215588,0.20168988497704446,0.03531677408426379,0.142827581589557,0.2201742516686131,0.13538484161680134,60,0.13538484161680134,0.2201742516686131
1,0.27460710951242895,0.34086271762541975,0.44411691170536277,0.23719854914984653,0.4365386224583713,0.2091372331453744,0.1990856116650127,0.43208892338842936,0.938753332722751,0.5491636252955572,0.2658659730095842,0.4991661610229596,0.24695090191179928,0.1376647900237764,0.5001263308027745,0.09029367928768041,0.3353512835068591,0.06788140015652004,0.2368630787361516,0.20711294407347802,0.4721252988168063,0.10349092092704051,0.24162448741611087,0.08933328898843299,0.2643697429939108,0.5660331748017541,0.05477069981592,0.10528422597737216,0.3052093221049102,0.19802564807351136,65,0.16670524484515636,0.26269178688676165
2,0.38099740755430644,0.4389655278735125,0.23739817499786253,0.4346050746016075,0.3055023344573702,0.21584018815100597,0.24442803954306147,0.38108951413865777,0.9650819140379782,0.5385871078004612,0.1975166801878576,0.4857776541688358,0.16789679940707133,0.22744428604461725,0.5162964834090559,0.1543750893707441,0.6079860244943204,0.06962236171611887,0.25040151652790793,0.2314242789200384,0.4220144525683651,0.15359037968125966,0.32438107106466935,0.09974295056449438,0.31025706127712055,0.6058654253381632,0.06667145575545154,0.15614868869884038,0.3282109979410984,0.19984154919555014,70,0.17775067962862093,0.2845315239048739
3,0.6446360203984501,0.4299971644370844,0.2525953741031462,0.4859991206319168,0.31210193506122025,0.20592176207177015,0.5319285832945527,0.3528111910310658,0.8079834459960172,0.5443057193350577,0.19200968733503063,0.5058512518595022,0.24306304451962085,0.449281674393302,0.649523149061813,0.11573509941963632,0.2971182554516357,0.07020778451073084,0.3084418689582796,0.4276034567284407,0.4306188561224788,0.10054012415552269,0.3023943315880264,0.11033874005210263,0.37279387610758763,0.584428266707625,0.05665376060077557,0.21254089826522005,0.3570508729356289,0.1939290493808546,75,0.18179527206667936,0.30266136116256265
4,0.5046422046040733,0.4231709439820707,0.35521356087439265,0.5272895511526102,0.7452250823999248,0.21866911855976595,0.5888771867528344,0.4167786819008081,0.8873439943368573,0.5442167434724885,0.3884934110253401,0.4557322539511058,0.27896553603107127,0.2671574129480916,0.6015474328731181,0.1487407221019905,0.3255876934794667,0.07789921481872171,0.28270287992537485,0.4734765006070423,0.8616174838677955,0.04171881297230094,0.3103704259410972,0.138587167665015,0.38672393403153593,0.6296682720139753,0.06039867850945162,0.3049919944298575,0.4016359605438634,0.222675405519322,80,0.1899712987572079,0.32245628103882285
5,0.5548077464309091,0.4108674591426973,0.2217882880064198,0.5482352730314896,0.3935326861486776,0.2527810603870835,0.5428278840070542,0.41830919496696956,0.9808361443852665,0.5134813373778916,0.4969786984085031,0.5447794269876018,0.4782902609416172,0.26939961152019626,0.42366475341816523,0.19922596857204566,0.2895608024516715,0.05960846366810899,0.27689721237014175,0.43385631419137344,0.6044516832329584,0.04090705255863445,0.31815975504891325,0.10060553725230298,0.5078557969866366,0.6974414044015878,0.15486529336508964,0.4182982984355334,0.3982969074176978,0.20519487931069047,85,0.1925085621827883,0.33509638543530196
6,0.6308133876284836,0.358993991694141,0.21825539387671833,0.6853779634954303,0.6709956425121392,0.3046451739116478,0.6160598177368773,0.4391252394368686,1.0,0.5114031266464243,0.5455507668025124,0.46980251154675606,0.319296599416584,0.28368429118091065,0.3951948402480639,0.18406437325355515,0.35259804589195276,0.08460778822705342,0.2942307386524173,0.41961402154494964,0.536383957653331,0.20078765796813,0.5171908415719754,0.10978000380487213,0.5427330658836709,0.7781272622179163,0.10164305344640955,0.4388965239398482,0.42892343143534434,0.21648120367954493,90,0.19593322525375356,0.34850024914959377
7,0.7131157655673347,0.2507515209810389,0.24301218643336064,0.6852044259453688,0.48175779294007026,0.27406065543845337,0.6439346878353686,0.4491427441470062,0.8743901826054234,0.5379902511247051,0.663425828854047,0.4035319549286758,0.3668116504649272,0.288197983042182,0.4223230656883514,0.5338835610792394,0.2904404759066334,0.07703395099062128,0.31036377904464524,0.43902925605456855,0.5079503289534713,0.2289285391815926,0.5816290666345165,0.11307414487787977,0.584959972223418,0.7660741975995463,0.10991944196486271,0.49644176853445277,0.44062068496577717,0.20672530671407957,95,0.1972822354362943,0.36001530362661666
8,0.794214482416403,0.2337018675235195,0.25729875182378936,0.747261071937768,0.5389232164308136,0.7670900939169426,0.6245588545041064,0.6092626883777605,0.9272803093736098,0.551116016035424,0.5885133679149874,0.41746157449101484,0.31020378583213054,0.282780847232808,0.3970517199572236,0.35501778071751633,0.8101111602839761,0.07385176122956642,0.3326973331580133,0.38966210105196003,0.47342905906590416,0.2471222987223509,0.4852515111158612,0.8444610557185618,0.5775949248821549,0.769587458185263,0.14424687077989065,0.44844664503050363,0.499935664561065,0.22786073595328263,100,0.20067984660484856,0.3755620103971109
9,0.8931445657864073,0.22497509569709204,0.25275292906054586,0.829717617175297,0.5094382687661339,0.1609355180835206,0.7183227368371082,0.4780226323664871,0.9250841614604922,0.6008874945405722,0.6722108510182837,0.4351000879589433,0.3026433164457006,0.3317213722127265,0.47797229514805534,0.40399802412403935,0.2704568874825562,0.07430091742848731,0.29293180075854813,0.6614232444978738,0.5601254465611918,0.254410695158807,0.43306886973005054,0.20361327076991964,0.5606047625904796,0.7561368276730074,0.10348971738201335,0.44951604677621887,0.4584644804818057,0.23607917051459312,105,0.20421977899582303,0.3838522574055804
