,HF_avg_00,HF_avg_01,HF_avg_02,HF_avg_04,HF_avg_05,HF_avg_06,HF_avg_07,HF_avg_08,HF_avg_09,HF_avg_10,HF_avg_11,HF_avg_12,HF_avg_13,HF_avg_14,HF_avg_15,HF_avg_16,HF_avg_17,HF_avg_20,HF_avg_23,HF_avg_24,HF_avg_25,HF_avg_26,HF_avg_28,HF_avg_30,HF_avg_31,HF_avg_32,HF_avg_33,HF_avg_34,Avg,Std,time
0,0.40338054544051416,0.16253836575691002,0.04653734519426666,0.0863557857206165,0.04747144073354531,0.12012641319434611,0.11159265723530822,0.12247600324285951,0.13021221236788968,0.37950433211911183,0.408903433433875,0.10289840193280103,0.1842846278871986,0.0742745108107907,0.5394995039806489,0.4039979593059367,0.14285817508069806,0.016957363620209397,0.030164448238117546,0.203361416548653,0.16762230125773703,0.05563376091359089,0.2761897452697758,0.3088798927610298,0.1245031783216017,0.22522234922517573,0.024197473820877263,0.21638707429175053,0.18271538277520843,0.13879300765039992,60
1,0.12930638218156815,0.27524443449414304,0.02653164171241657,0.10217169551542639,0.052914404785909974,0.19442384458653486,0.11524135531535946,0.04940624356140778,0.4445701626908896,0.16352744281885906,0.1539575242018387,0.08138121929755676,0.0842373676839286,0.09550827160753869,0.02259851804504833,0.1011799518562504,0.2810102654395535,0.09656948868999107,0.13781515995493085,0.03464206600732113,0.1369779292384447,0.0543693766746471,0.15771689235300612,0.03627335525991457,0.09126033250687195,0.11088340029961472,0.021323928591032517,0.3908306367459893,0.13006690328985693,0.1050845913462098,65
2,0.031739282057271806,0.07599704082950313,0.02791316638403533,0.06731919982306675,0.08143029734937207,0.05689810356036638,0.033479662121494246,0.039842672887294504,0.12848592995574165,0.009044297235340235,0.18772201680696335,0.09479498888277219,0.13502933738599288,0.06567134985845059,0.027075788284915726,0.07778828935099778,0.2167141985154423,0.024211373946258604,0.05544202924468645,0.045216965919638495,0.2470862073999422,0.19326002762255712,0.1423779956955839,0.027824724822122573,0.10689605072674888,0.11388918128236572,0.021329024480907843,0.3983238312031264,0.09760010834403425,0.08686413789014548,70
3,0.0431989804077214,0.046445684102528806,0.028281895966225427,0.06654554966240746,0.018510825164844456,0.08247638050272771,0.014609588530284974,0.03598444925267993,0.13928958787605583,0.006782065077147781,0.003565094063173827,0.05539523014956197,0.819123425970259,0.10283441674202225,0.026377357926625513,0.0823585573607821,0.20974406217271874,0.06933196092157494,0.0306328955715044,0.040499830658510844,0.09784849274811669,0.16678570074490237,0.1470631914161201,0.1175677321503156,0.18462211844282983,0.2336864395639119,0.15530172599427655,0.12305450563223456,0.11242563374185947,0.15247577893758077,75
4,0.06353828179792959,0.050212386712467826,0.022464894353090088,0.08612833439423186,0.2945511745689202,0.14656711657600113,0.16359440286819305,0.031518409212706565,0.15614398054408962,0.005083123205394653,0.025157784190326115,0.3998387549000829,0.11464793748007612,0.06749506764690034,0.02718781154394968,0.06576796563128248,0.3894012013214437,0.007094239106947402,0.03620138002300501,0.021196340650431612,0.2600589630709118,0.14110129292940551,0.26916117147644397,0.015041153872255157,0.15414296979007078,0.10612748984706816,1.0,0.1459883930895924,0.15233614360011494,0.19984920469179193,80
5,0.08145997826630927,0.021472971643049697,0.07322812859583616,0.09076420560990048,0.037777545185940876,0.028775376102006412,0.011678749429343311,0.028944762895989403,0.304119729344954,0.06638551428672394,0.05397132438170998,0.11893517092350223,0.1769385344171205,0.06755592909058827,0.019507365571877777,0.09037316042226835,0.1836019809406548,0.008719610875099404,0.12582818113382793,0.031190676677567617,0.12373946790178783,0.06624942238583278,0.1972145927291017,0.01607743228151731,0.15567711432565257,0.09945961078700645,0.029486776308638208,0.13647012874323994,0.08734298004489453,0.06985661887237248,85
6,0.0468252231548568,0.032790555379136395,0.038047165001415674,0.21295035846349725,0.14476079240089446,0.18798543529964695,0.0225794978969819,0.026635837128549902,0.15432375916268407,0.0026559657617378505,0.28701694235111785,0.05221896899428485,0.13242289002436844,0.07317565604422374,0.02238080926624596,0.042528568380283044,0.39445769643341,0.08914941595739616,0.026080995177412608,0.09621369984522417,0.13561979679095185,0.08216055530165572,0.19218641268074108,0.019607088339931713,0.1543893602540833,0.1491274155977176,0.012896955329676212,0.1131183107181955,0.10515379025486861,0.09170855627987677,90
7,0.10066830813433762,0.02382360420619411,0.042402620641921206,0.19594213223866913,0.08457213990728685,0.013111376951056351,0.14304924632865568,0.15348948066379478,1.0,0.026711439916181447,0.08099790971403213,0.09149119774466742,0.8221332093023297,0.07165666097522645,0.03712225629227775,0.0323686509243229,0.26095248205920013,0.0073314786013920835,0.04568250216108385,0.26691491233911563,0.07545601088849606,0.109936158750967,0.2836716893977867,0.04894134221263108,0.20016981667620165,0.20009375525630885,0.011416808267211712,0.10603973159609108,0.16200524721955142,0.22771597093559007,95
8,0.02743170214106568,0.22310511799555632,0.039609551685924234,0.09362243135516907,0.03156581166789395,0.039463900022910045,0.008578023177277617,0.16006161536949554,0.1677346918641331,0.00015006551443789057,0.21327060760210426,0.05970818751214168,0.10364337954168594,0.5364464940416567,0.018371793812729634,0.045631639387856936,0.2197012305967647,0.012727113512886907,0.01520315968680681,0.028984054790495015,0.10673929575883435,0.16277238412293943,0.3631639614358652,0.025478582999629275,0.16783506992677577,0.13070244123680871,0.005835535917201161,0.11241189001236941,0.11142677616747913,0.12132508436619915,100
9,0.038840168195970894,0.18666088448623808,0.05100259403773146,0.1418987962282517,0.23426710793718541,0.06455845278260973,0.00861272113079405,0.03235677256811764,0.21739710890550032,0.03422549789721951,0.12823989216029566,0.06183480798224035,0.10993282790173417,0.29664513121281,0.018686994454829145,0.05981574370725164,0.22175421367991605,0.04020570490187566,0.05284216879507432,0.05880786950756396,0.09721480261106857,0.08644940991040025,0.3049558166768883,0.018120845391532543,0.1990888232082079,0.09911400963211923,0.004893007462933087,0.12488067548095798,0.10690367317311847,0.08699653096029024,105
10,0.032292689605373515,0.021719157948191174,0.03924641798741385,0.07344614656745264,0.041764029943382686,0.021930271291082975,0.12168007487807722,0.060708662700894936,0.10126720574111109,0.010910430177932985,0.09309873505383601,0.0686686734390321,0.09201139249700642,0.07254937598463596,0.1957335614416808,0.018788966924279924,0.23066095333769346,0.0026813649662952373,0.01024898849220154,0.046170200732010724,0.10315947260340118,0.0826158256944969,0.5392789446023665,0.07060926043505361,0.12255454298757655,0.0977982365062265,0.005843205792855114,0.1933456552704279,0.09181365870007108,0.10541063710428951,110
