,HF_avg_00,HF_avg_01,HF_avg_02,HF_avg_04,HF_avg_05,HF_avg_06,HF_avg_07,HF_avg_08,HF_avg_09,HF_avg_10,HF_avg_11,HF_avg_12,HF_avg_13,HF_avg_14,HF_avg_15,HF_avg_16,HF_avg_17,HF_avg_20,HF_avg_23,HF_avg_24,HF_avg_25,HF_avg_26,HF_avg_28,HF_avg_30,HF_avg_31,HF_avg_32,HF_avg_33,HF_avg_34,Avg,Std,time
0,0.17417187470771914,0.17390744229457752,0.051852140170818656,0.04618759484020352,0.15745504753946152,0.07205286357304393,0.1605652444909059,0.1372230362019541,0.3725935505072422,0.46157026769827236,0.16430835826802798,0.18859726217492745,0.3280250146516593,0.10359527984721022,0.2513869485507316,0.22974715307400734,0.3049538561355334,0.19356394990601622,0.21371257203735655,0.06616483204539647,0.30580101056614517,0.07100325600256835,0.39901388507650803,0.14575647512965023,0.07025731555289383,0.13113622830731989,0.024676413636893324,0.2021254869824027,0.18576444142748022,0.1131428692319412,60
1,0.31907873557233357,0.35385077096454115,0.19033458996177005,0.04057677470638182,0.21533769392454533,0.10649955543263878,0.15534340437992417,0.32782526345303575,0.3556488036814589,0.21531409168742974,0.6776297878659117,0.22096818105872268,0.4507372385288098,0.11399371030253558,0.32107520688489183,0.26902207694054087,0.19941106328445385,0.07618049226833915,0.19485531314706847,0.04158369960264149,0.44124736895554123,0.05224172398900422,0.23784411518561552,0.13099824629720352,0.12135109738487092,0.232856412464438,0.025794021357679144,0.16391578857262193,0.22326840099481962,0.14704821888772118,65
2,0.3757993880989843,0.34246763323097457,0.035987089405117204,0.03249990328583166,0.10045694333960137,0.07466265229204828,0.13848672636919482,0.12507354552899658,0.4474357934397992,0.17720320886051086,0.18475991363701,0.1441762816659558,0.38813280364342306,0.12924742573281905,0.3743288753995828,0.30266178899536794,0.6333776843269541,0.04522930579269587,0.20587237610097187,0.0929296301021599,0.4916390388976009,0.07076774347089744,0.1791348173897882,0.12899502695531406,0.12023901806504135,0.21056094641352122,0.02083351505618265,0.20394322965887435,0.2063179394698292,0.15582155710796924,70
3,0.8744282851298426,0.30911178324297234,0.046141210004858206,0.025147740482603237,0.1283740386576386,0.05862485658745867,0.3715145863096155,0.16877502191213636,0.2153367640396908,0.25195259600272696,0.1443950130192251,0.1550935487339941,0.4118113011510634,0.8120434547739698,0.25624510405193196,0.21290738998936196,0.17917042485957596,0.04836124002177529,0.2718268651479614,0.06894965981126695,0.31668907302030685,0.07281994312657797,0.14827146559211538,0.1263395855406859,0.11191740210483063,0.18628934134188976,0.02522007694756998,0.13654557613906726,0.21908226241938258,0.20397239212649915,75
4,0.3922169124723318,0.29009463472425756,0.08790448216522323,0.05883799535721652,0.46966864332944175,0.05770166696586711,0.24180632410598152,0.18434491372410405,0.31860220989483146,0.25999727599833206,0.38069848662802896,0.13360445371110408,0.3805742791241347,0.11928866481233125,0.3016435250605743,0.25259146394110565,0.27137816893781946,0.07152980503223651,0.19646024900472814,0.07827893723218601,1.0,0.05064846484531175,0.17798010959279575,0.139550369924595,0.13568512323571416,0.2128648625305381,0.018667371131110767,0.1591482908907975,0.23006313158473926,0.19205356957937705,80
5,0.39399470700927036,0.35281349902263937,0.05413510008644137,0.06281294677015818,0.12567069806964637,0.09147444425763776,0.15032013955310353,0.12414196173654646,0.276718310677448,0.1650818602128823,0.29409494020619287,0.2281578112581007,0.8711379841054374,0.11799495522841683,0.22179362031857772,0.25572736901737836,0.20542450671261303,0.08303778912969052,0.23053118042119408,0.08003695246209273,0.37912555617416993,0.05635263396502957,0.17484645347713007,0.11786049342283803,0.1942503728452457,0.2994651981641343,0.06079400462980531,0.19693699666679612,0.2094547316285935,0.16330331458745326,85
6,0.43868767442601864,0.35305715158754625,0.041602945402489676,0.06730642934797113,0.445560385429193,0.26581514418364943,0.1729685919151421,0.10976611249551965,0.2717043644335223,0.14994953075167722,0.2899744619363955,0.16785090158610294,0.42768859782533286,0.11866658972545802,0.22553880543360227,0.20089045803250205,0.2286565645084954,0.1068178576935615,0.2397514733006061,0.10168209948771602,0.3768037897572411,0.23868345081035525,0.4537458098848796,0.1139812249312252,0.18326833722337224,0.21021327296022418,0.016275888402889196,0.17243935813236416,0.22104811684303763,0.1247623334964621,90
7,0.4188924236928779,0.2564268494631272,0.04168029072173476,0.03774051660340613,0.14001419309335275,0.14557456847091005,0.14396057648727806,0.10743759292070232,0.1430360349024935,0.17482658166750722,0.9365421640487782,0.12074055449124026,0.48548331937187433,0.13618495946342213,0.2847029558814498,0.7584180701991823,0.2468372222510621,0.08248245167038894,0.2781452015865583,0.07621458812777765,0.20579196039333972,0.20847967663775316,0.19222746152110848,0.12350298443595231,0.14419786857850228,0.20040057216721505,0.029844418822856125,0.3711238028509051,0.23181820930438415,0.20677843226119327,95
8,0.46880480664769997,0.22122878883225178,0.03533371246186055,0.08037991607475337,0.1851536739315215,0.6721470479208487,0.13645420545667897,0.341392838529413,0.26066172604829546,0.16770129083215252,0.4116178410879776,0.13345434990163393,0.4323610353800871,0.11939788464589235,0.27327228420541083,0.19542998153335103,1.0,0.08282603725172315,0.29560270320621157,0.05290607971838876,0.19950393691531157,0.21437033577389286,0.14797702478133842,1.0,0.12668320983683454,0.19342695908041166,0.04351285325567195,0.16781976929455683,0.2735507247358632,0.25003742770756326,100
9,0.3788154823886314,0.16364856651930335,0.04016334066606543,0.03537790443772067,0.16749751223023487,0.09945597325257727,0.29259361949312346,0.1752454852118407,0.2919249337133079,0.19735122546297365,0.5496176723273412,0.1426266124770922,0.4901709135016552,0.2480516174754501,0.32736761240171985,0.2416430863411376,0.18419887165292828,0.08365905625967025,0.23338244328301833,0.34093808147350424,0.49757400803344326,0.19906232685094238,0.12097498408370444,0.04113651638666712,0.12002223735317036,0.21940156522625218,0.014857492096232461,0.14814626466305794,0.21588947875938452,0.14092411060242724,105
10,0.4103542587888828,0.16097924494223162,0.04151737713073189,0.03922545832217192,0.14190063498870736,0.22447073844117993,0.15956289422245565,1.0,0.24815785638813484,0.19447718622395344,0.37325441339563714,0.14238887224859847,0.4229081674173683,0.16496598780892896,0.3203033301364763,0.2793708855748919,0.16818739519555007,0.11963762339258556,0.4060176777837575,0.04286230588777318,0.31179850898623684,0.06847421556852178,0.13434156287934593,0.035322310038518344,0.1106342082988918,0.20124605180685717,0.013134810505662788,0.3933392158428987,0.22602975686489102,0.19690838421768003,110
11,0.4543102802952508,0.16530882259957774,0.03732501333139863,0.045930907848308895,0.20546777538715616,0.11106137441375777,0.19038401078477046,0.06243282790692613,0.171152326241623,0.26884469770235686,0.5277520514023634,0.2679666269659649,0.4160466343518122,0.13128022617796004,0.3025558486722916,0.24050353615180362,0.15752791176944356,0.11494454778423868,0.2276089079447597,0.07098255364386721,0.23300202522215643,0.07972928358707605,0.14567514244511487,0.026969518351852902,0.2203043722553619,0.23353817128590226,0.014063616594437781,0.19937172948000986,0.19007288359276944,0.1265563409969117,115
12,0.41810635804370105,0.37868078200718847,0.03965349234317486,0.037043996212464465,0.08742241997857755,0.10147625416038553,0.08205590075997103,0.11762334356037087,0.21292207913018268,0.29211514325398463,0.8661948104510765,0.17717070516834896,0.5621682545870031,0.142896358558935,0.5452455959447334,0.2247282692340192,0.20256729533667123,0.09792106558532744,0.21155405027949215,0.04845061385817753,0.338107883441223,0.08185727615480923,0.1060017926951413,0.024581206219310515,0.11668720317716277,0.1841829413647388,0.014210713307468816,0.19589417784968383,0.21098285652369014,0.19499063433871158,120
13,0.33195989580356094,0.41408908630386304,0.04242053381477324,0.02875421702523478,0.1056185896238932,0.18416860299647012,0.12254956057865636,0.06651190054038314,0.12885395329563554,0.1725284127647207,0.3582424751204081,0.3657822068535464,0.4282887305242024,0.22401203758429658,0.34636291303930644,0.2008268285274707,0.15039817204301237,0.19877123681694345,0.2126933414884662,0.054876665971765146,0.2425078875710611,0.09739450672581118,0.1805038697283153,0.046083473784220626,0.09794501853169568,0.1343589058540919,0.015032255971684975,0.3640166201614773,0.18984113925160595,0.12410775512033416,125
14,0.28053583379320085,0.3052424670285785,0.06995475595423162,0.038291981842523304,0.17463242389195996,0.13344418620611298,0.1070117313432961,0.08250943241474797,0.13861632825255163,0.38004469947227415,0.3883766949344818,0.3091750813354067,0.38326175385588385,0.16756780885153305,0.2770594297143685,0.17882252926228764,0.13634920352251576,0.13421796844372438,0.2782746433687383,0.06653557340574445,0.17626686320843532,0.079409304002181,0.14574458449616287,0.038427053580434606,0.0881329976424593,0.13951499072765813,0.015405609472916663,0.26836459047983885,0.17789966144658034,0.11063427572340731,130
15,0.2975125893365518,0.2962761049653617,0.08303635484231979,0.07129777469796242,0.14504399945670748,0.1844174418216725,0.07628343738209657,0.13043680455425002,0.16810260400279164,0.19224271118538025,0.4740557670362634,0.33278850636676055,0.39985726190944865,0.1834846153257828,0.21800298054181455,0.22228571908865885,0.19184129570564246,0.2755141514023349,0.25589867638841524,0.06949246480081893,0.22018270329768205,0.06538951952946302,0.20114877826176195,0.03755230808175264,0.10341168904249964,0.256582774422568,0.01783639278646004,0.31918912870654004,0.1960415912478486,0.1118215016991179,135
