,Fratio_avg_00,Fratio_avg_01,Fratio_avg_02,Fratio_avg_04,Fratio_avg_05,Fratio_avg_06,Fratio_avg_07,Fratio_avg_08,Fratio_avg_09,Fratio_avg_10,Fratio_avg_11,Fratio_avg_12,Fratio_avg_13,Fratio_avg_14,Fratio_avg_15,Fratio_avg_16,Fratio_avg_17,Fratio_avg_20,Fratio_avg_23,Fratio_avg_24,Fratio_avg_25,Fratio_avg_26,Fratio_avg_28,Fratio_avg_30,Fratio_avg_31,Fratio_avg_32,Fratio_avg_33,Fratio_avg_34,Avg,Std,time
0,0.13299484814787293,0.7728788750306825,0.5003897247879626,0.13381524439614578,0.27518722155948444,0.29370896839690314,0.11106133493821126,0.25298044646622964,0.11995217581683228,0.06703214182755571,0.2763350072776396,0.5644774370255609,0.13427895834779643,0.13269184106997897,0.6883606049293202,0.014220035931692323,0.17967693971431883,0.1855795463282059,0.1261255497102203,0.2110962289841807,0.15520187574927727,0.3658279267150615,0.21982398050090463,0.0902019346300051,0.09958381862732159,0.2750138495132582,0.16659499602171526,0.22325568787149272,0.24172668572556535,0.18397227396139348,60
1,0.14085886341754722,0.6310155862592716,0.3055938505874202,0.22363768491945632,0.31920836628638793,0.286919417292061,0.09287599295467262,0.22980147153921565,0.266213780613099,0.25894092872647434,0.18614579704529,0.5018609734397925,0.11633111283004585,0.2435422576434093,0.6020962877810465,0.0,0.20370873839149545,0.19254314500243846,0.23296356623386047,0.29014567094784477,0.12054306641930913,0.3856508923161605,0.3069393631540342,0.0877380753428962,0.22780547474274404,0.3332157586090562,0.2162503342435614,0.2009121167953472,0.257266377626212,0.14219433470282217,65
2,0.18067869127502098,0.6331967630966685,0.5552653107299016,0.4608940020409892,0.5062569173754397,0.44073390328952844,0.13659069913035513,0.40755386045370695,0.281025340686459,0.35411392306919814,0.3190567424423652,0.6700818184300862,0.0933355715724454,0.42825087926631256,0.5765676839135002,0.028223263884253436,0.156100407796889,0.24164695705275482,0.2208463619805034,0.18772501969833905,0.0973394719044218,0.33070233418796385,0.49998342213663594,0.10971904776885318,0.29226664644699557,0.39688445690668844,0.3720291260711653,0.2429557526637725,0.32928658483111484,0.17449570915526338,70
3,0.16172078067645518,0.6438418137282952,0.514449630682384,0.6457922126699854,0.41674980666466543,0.6610331296181309,0.13228586963753433,0.3145499957461292,0.4400726435796716,0.2850699762020372,0.36975660973827584,0.6811321722115699,0.13410147980421813,0.213796294672655,0.7610897216423839,0.0439877550060229,0.18769525680883128,0.22544380173889952,0.23603792981646954,0.4448571102131452,0.21419320386995888,0.20461987812292493,0.5596409478641251,0.13566130572723525,0.48985027820615495,0.42109050282444443,0.34317201511205536,0.40242728071576966,0.367289978689301,0.1970805567738244,75
4,0.2762310673519771,0.6189547298151107,0.4322970438817464,0.5585456283882096,0.40949867497916936,0.7645378341838712,0.23263296535881997,0.3456278826016718,0.4135052029034935,0.3189556842145533,0.367521399654779,0.72182376497306,0.17529585356755753,0.5746087537182305,0.6068367258298593,0.052883274080191375,0.16168365911313412,0.1647472478782346,0.2998838878215637,0.5470230301923865,0.1278683411686572,0.1298918868374218,0.5605418673813493,0.13843741803863333,0.43060892061489303,0.4395503512074444,0.5822346734370285,0.5266112551793637,0.39210139372758596,0.19663727145845772,80
5,0.33425471000527907,0.4762008444564308,0.3772526188519823,0.6071538349069202,0.5759587169794488,0.6225330084175091,0.3906682757214352,0.4765671555944182,0.4909378422545923,0.3802006957537027,0.5310106850728588,0.5531209189580166,0.16062344874063497,0.5842831852545389,0.5361071023059608,0.08641568059327398,0.16601674291107432,0.12144683331572827,0.28156850222363383,0.5961119839200046,0.2694425033165387,0.1074420130935961,0.5963789168085444,0.15160765122550085,0.47982125770593687,0.4296152996922931,0.39872609027901923,0.6189968554102532,0.40715940620604013,0.17626618978586117,85
6,0.37874480525438753,0.4001399132438897,0.429064616179764,0.6714322678733614,0.45219362852691686,0.44616607351546284,0.40601964665602863,0.5723765279781964,0.5221719508105529,0.4214016718807838,0.5971684526700163,0.6291337356258304,0.19452524650755368,0.6277876627395543,0.47761897070188264,0.11417750699862543,0.1610249781776312,0.1262217790909882,0.30761371645182395,0.5599971954882482,0.2620981145776297,0.1261580667574443,0.48866629594083544,0.18988467410430565,0.5914243434949471,0.5962138260711141,0.8859239636896674,0.693559947935239,0.4403181992479529,0.19835498302464388,90
7,0.4925712650094678,0.38034582643372006,0.5120857282654055,0.8264922072038587,0.7284109892973152,0.5292037742167072,0.533350173582607,0.6054630038859697,0.6061806597283576,0.4212692774008304,0.4336113421410628,0.7247692252446832,0.20131958549409792,0.6203088184958317,0.43789893092832244,0.09979091015400418,0.11337885313245138,0.17635861709398806,0.3060939227337932,0.6485328165820179,0.4179671620566989,0.15503337315191598,0.7891849635448228,0.17834670877353617,0.8093108903407095,0.6195587043790545,0.7387736831530043,0.6245019824419011,0.4903611926737906,0.22219988795711085,95
8,0.5202523468405835,0.3909917356241611,0.6695505270964736,0.7258581292319455,0.6995376359972618,0.2650006139113933,0.5469839826793773,0.46224735257017957,0.5504655122375606,0.4518505071819649,0.5412644140415154,0.7201936151423707,0.18686361988358724,0.654988751985433,0.4235762701768162,0.49908011797878565,0.09293663288884456,0.15508036363045183,0.3103929120051965,0.7061523304790577,0.39954558730809103,0.15249738304868507,0.819715818527669,0.07840470243103008,0.9001823202487624,0.6360278889889919,0.6832981427296535,0.7392949619713012,0.4993655063156123,0.229098365770459,100
9,0.6517118594564332,0.4943579808145125,0.6163194904974885,1.0,0.7251827991683254,0.4855888300778282,0.44644037654351176,0.575442004284619,0.5249797834423294,0.4627024654237384,0.557625696510381,0.7189027407448403,0.1577344255345279,0.5839882293570476,0.4038730858257089,0.4178395034234716,0.14841742048278037,0.1556151040972089,0.31028077445527835,0.39469852839542,0.284673562197953,0.1569962821475536,0.8096609558047888,0.43417581253588544,0.9134453433777149,0.5851574088703456,0.9182348799067731,0.7650541187209651,0.524967837932051,0.2356188930524184,105
