,Fratio_avg_00,Fratio_avg_01,Fratio_avg_02,Fratio_avg_04,Fratio_avg_05,Fratio_avg_06,Fratio_avg_07,Fratio_avg_08,Fratio_avg_09,Fratio_avg_10,Fratio_avg_11,Fratio_avg_12,Fratio_avg_13,Fratio_avg_14,Fratio_avg_15,Fratio_avg_16,Fratio_avg_17,Fratio_avg_20,Fratio_avg_23,Fratio_avg_24,Fratio_avg_25,Fratio_avg_26,Fratio_avg_28,Fratio_avg_30,Fratio_avg_31,Fratio_avg_32,Fratio_avg_33,Fratio_avg_34,Avg,Std,time
0,0.3269767951647435,0.520401809905472,0.3537716142625805,0.03838632540434193,0.329980714833668,0.157907581056017,0.13636449504562953,0.10655608329468819,0.15219267839679046,0.33433399165643407,0.17384610395066633,0.3984659843321794,0.10872840155681363,0.5873945337585088,0.18974539946567548,0.19014550741457903,0.18265393404200003,0.05542273649102378,0.6950685523603297,0.16585177505370946,0.2979195253433167,0.31748783675643577,0.08282348530964195,0.09762214001075165,0.0,0.1712382057057932,0.2586688748826046,0.028166594364259355,0.23064720285066626,0.1701379556916766,60
1,0.3681790749580307,0.25349395613771175,0.33067524334522674,0.04058835086275111,0.13459322944465069,0.12487620378169809,0.14987843256436606,0.16874626343624713,0.12655822830683497,0.23779810375350735,0.11134976738753907,0.3315700510319075,0.10191788732715204,0.41520430293515004,0.3567560809716036,0.20672634861574618,0.11802291966129509,0.028919465632166352,0.5191728193751688,0.273520906150054,0.3480097999331084,0.18412782459425933,0.11565996372329783,0.2111027325334248,0.034751044238968715,0.22453110746565563,0.28234101876517853,0.04716847129649641,0.20879427136532844,0.12592309388080014,65
2,0.42372886490664396,0.36377912535016715,0.2505827322315599,0.04456197505685379,0.11598309620299309,0.07214061399637879,0.1874673150080535,0.08229476047225649,0.12511897839824723,0.3257053118609812,0.06190264198010381,0.33391845196488196,0.1536567772113273,0.3400073717817167,0.3511989637114733,0.19716537244371665,0.11580640545239365,0.024429105075838713,0.538056355853608,0.23613425650331496,0.284322279181449,0.12233454087774857,0.07542670452751453,0.22747530726121562,0.03868664778629428,0.22843249174435087,0.28380897246138165,0.07682277040298402,0.20289100677519456,0.13274302776859834,70
3,0.3571021338206253,0.37512712691831646,0.2579479190544478,0.041982877881816684,0.05583042029305933,0.09429579020910975,0.2341182442225604,0.09045659056466672,0.12678419176326486,0.33995757838791285,0.11274895567069014,0.4164434608913821,0.1352716270095452,0.27947935530604784,0.3268290352084308,0.19844793172365063,0.123329320168137,0.024659562460427647,0.539978530703323,0.20726917955323518,0.3568905084236556,0.11161452644724346,0.11989276327992739,0.14003398700981287,0.06663841590545005,0.1566819064935757,0.1848363037191102,0.22028717650670848,0.20339055069986195,0.1290256901650847,75
4,0.3275696422589377,0.2984832606815803,0.22780118350081283,0.045904532322237915,0.09576041295777421,0.10462957644231993,0.07231286547049495,0.0960714726658035,0.11604034900347539,0.2742518149948163,0.09166797050367763,0.14136170105888338,0.15869108009043162,0.30488330166463506,0.20983198088681485,0.2310173896673503,0.10000900697573441,0.03456626107608447,0.3240931157659552,0.24947605650784627,0.2579876699166524,0.07873681699921906,0.10799204378153333,0.26099326310171583,0.14116065922958324,0.19262121041059338,0.11431253138914091,0.18984034547333534,0.17314526838562286,0.08929683241229028,80
5,0.23040150278215948,0.3021158057117769,0.14881611616602705,0.06329739942079383,0.0787975281884273,0.07591479965208303,0.10861461068499095,0.09837412661691784,0.11926468348641772,0.1337178125179407,0.07623281023189028,0.31129927074660124,0.14652495924064945,0.29625913790125685,0.15230886027895113,0.10642677018757217,0.12804530190120866,0.014273823010607957,0.23226937367487904,0.21520493603970262,0.36071314795840514,0.11411924724683309,0.12633231164274603,0.2631700202858233,0.25148065888114135,0.1937095851146064,0.19862818430995988,0.22423876727182382,0.17037684111257834,0.08723592141319246,85
6,0.2311632494739749,0.2100583776977415,0.2983666886544164,0.04630308191396599,0.08324041295547963,0.11699372079676977,0.08714355106963094,0.09379898692785475,0.07487421576208515,0.23129987142514577,0.049632044027458376,0.5579061146364093,0.1567943903409078,0.1936411646079895,0.12699355711822155,0.14452011831532158,0.10554026929106748,0.03946333613964089,0.24681525121586256,0.10533676920778498,0.3798412625026084,0.09926919079976175,0.13697731609278394,0.15951362095110763,0.24704616296350188,0.18367307561255403,0.27846566665631284,0.2136045137523724,0.17493842788959757,0.11250535759045252,90
7,0.15898269363301895,0.3059676642624062,0.15478753944569246,0.03596418570248738,0.06043784070026973,0.07469220904753149,0.09418480594757958,0.09722645273397235,0.06191078587470517,0.16473346277657197,0.08303440357386024,0.371883395326594,0.1384278710487265,0.18576778782895934,0.10667159581925408,0.180480120711776,0.10198066934909521,0.08163389774620879,0.2082611699349324,0.06972268850773003,0.5728131368463577,0.10547822156173248,0.17292144006747406,0.1099199325915667,0.20926930602080446,0.19189903132628758,0.21552810564325245,0.23490004483406365,0.16248144495938965,0.11139712251798593,95
8,0.11135711179479546,0.0,0.26931374650474826,0.051317921016363545,0.04622284513096311,0.046466757363894315,0.17076455110752478,0.09806744740236095,0.07054785797190072,0.22203606367940024,0.06352782003688269,0.41405461937809446,0.13299786503523,0.0739749068667717,0.12514399267174764,0.11156468657875174,0.11316096222324384,0.0784634625791989,0.14721449802113026,0.09985582478813285,0.5309622610989195,0.14707519235972064,0.20699778315360218,0.18960857848637405,0.21554953682648775,0.18532563823837653,0.20160784040811747,0.25553416030666937,0.15638264039390726,0.1133026525944033,100
9,0.06704908542799241,0.03454977856759792,0.30915466420800725,0.02304399445868783,0.10003452666650983,0.05185399111132895,0.16191674141442947,0.10891121332589858,0.040645996805994955,0.15302808753864897,0.05706192740813662,0.45621915861994283,0.11831940048561604,0.09436483836727286,0.11904325497966556,0.09041246448404609,0.11735382654273888,0.0716817646513123,0.13185607558458237,0.10646936427213446,0.5591324040904785,0.12391514091173429,0.28914835604883293,0.19033488344530172,0.20179946025674114,0.19593937795060992,0.19513701854974524,0.22998401384779596,0.15708431464363515,0.12306365118293482,105
